codigo_localidad,anio,casos,sexo,mes,dia_semana,rango_hora,tipo_accidente,circunstancia,condicion_victima,medio_transporte,localidad,ciclo_vital
14,2022,1,Mujer,julio,miércoles,09:00 a 11:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Los Mártires,(Más de 60) Adulto Mayor
7,2022,1,Hombre,agosto,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Bosa,(18 a 28) Juventud
8,2022,1,Hombre,julio,sábado,09:00 a 11:59,Atropello,Exceso de velocidad,Peatón,No aplica,Kennedy,(29 a 59) Adultez
6,2022,1,Mujer,abril,viernes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Tunjuelito,(00 a 05) Primera Infancia
0,2022,1,Hombre,junio,lunes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
5,2022,1,Hombre,abril,jueves,00:00 a 02:59,Atropello,Sin información,Peatón,No aplica,Usme,(29 a 59) Adultez
0,2022,1,Hombre,abril,jueves,00:00 a 02:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,julio,lunes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,diciembre,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
5,2022,1,Hombre,agosto,jueves,00:00 a 02:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Usme,(Más de 60) Adulto Mayor
0,2022,1,Hombre,mayo,miércoles,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,febrero,domingo,12:00 a 14:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
19,2022,1,Hombre,julio,martes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Ciudad Bolívar,(Más de 60) Adulto Mayor
0,2022,1,Hombre,junio,lunes,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
10,2022,1,Hombre,junio,domingo,18:00 a 20:59,Atropello,Exceso de velocidad,Peatón,No aplica,Engativá,(Más de 60) Adulto Mayor
15,2022,1,Hombre,febrero,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Antonio Nariño,(29 a 59) Adultez
18,2022,1,Hombre,agosto,lunes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(29 a 59) Adultez
18,2022,1,Hombre,noviembre,martes,Sin información,Atropello,Exceso de velocidad,Peatón,No aplica,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
10,2022,1,Hombre,noviembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Engativá,(29 a 59) Adultez
0,2022,1,Mujer,marzo,lunes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
21,2022,1,Hombre,noviembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(Más de 60) Adulto Mayor
9,2022,1,Hombre,septiembre,viernes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Fontibón,(29 a 59) Adultez
8,2022,1,Hombre,mayo,domingo,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Kennedy,(Más de 60) Adulto Mayor
2,2022,1,Hombre,enero,jueves,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Chapinero,(Más de 60) Adulto Mayor
7,2022,1,Hombre,septiembre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Bosa,(Más de 60) Adulto Mayor
0,2022,1,Hombre,marzo,domingo,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
16,2022,1,Hombre,diciembre,sábado,00:00 a 02:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Puente Aranda,(18 a 28) Juventud
16,2022,1,Hombre,diciembre,lunes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Puente Aranda,(Más de 60) Adulto Mayor
14,2022,1,Hombre,diciembre,viernes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Los Mártires,(29 a 59) Adultez
8,2022,1,Hombre,junio,miércoles,00:00 a 02:59,Atropello,Exceso de velocidad,Peatón,No aplica,Kennedy,(29 a 59) Adultez
8,2022,1,Hombre,julio,jueves,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Kennedy,(Más de 60) Adulto Mayor
15,2022,1,Hombre,junio,martes,Sin información,Atropello,Sin información,Peatón,No aplica,Antonio Nariño,(Más de 60) Adulto Mayor
0,2022,1,Mujer,agosto,lunes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,agosto,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,abril,lunes,09:00 a 11:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,marzo,jueves,00:00 a 02:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
5,2022,1,Hombre,noviembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Usme,(06 a 11) Infancia
0,2022,1,Hombre,febrero,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,agosto,miércoles,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
8,2022,1,Hombre,agosto,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Kennedy,(Más de 60) Adulto Mayor
0,2022,1,Hombre,mayo,domingo,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
19,2022,1,Hombre,julio,lunes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Ciudad Bolívar,(29 a 59) Adultez
7,2022,1,Hombre,julio,viernes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Bosa,(29 a 59) Adultez
18,2022,1,Hombre,enero,martes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
21,2022,1,Hombre,abril,lunes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(Más de 60) Adulto Mayor
8,2022,1,Hombre,agosto,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Kennedy,(18 a 28) Juventud
0,2022,1,Mujer,agosto,lunes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,junio,domingo,18:00 a 20:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,noviembre,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
16,2022,1,Hombre,diciembre,jueves,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Puente Aranda,(29 a 59) Adultez
0,2022,1,Hombre,mayo,sábado,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,octubre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
7,2022,1,Hombre,mayo,viernes,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Bosa,(29 a 59) Adultez
0,2022,1,Hombre,octubre,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,septiembre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
3,2022,1,Hombre,agosto,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Santa Fe,(29 a 59) Adultez
0,2022,1,Hombre,agosto,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
16,2022,1,Hombre,noviembre,miércoles,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Puente Aranda,(18 a 28) Juventud
0,2022,1,Hombre,febrero,sábado,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(06 a 11) Infancia
0,2022,1,Hombre,agosto,viernes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
7,2022,1,Mujer,junio,martes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Bosa,(Más de 60) Adulto Mayor
0,2022,1,Mujer,julio,lunes,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,octubre,sábado,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,octubre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,junio,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
21,2022,1,Hombre,mayo,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(29 a 59) Adultez
0,2022,1,Hombre,julio,viernes,06:00 a 08:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
7,2022,1,Hombre,enero,sábado,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Bosa,(Más de 60) Adulto Mayor
11,2022,1,Hombre,abril,viernes,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Suba,(18 a 28) Juventud
0,2022,1,Hombre,julio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,jueves,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
10,2022,1,Hombre,mayo,miércoles,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Engativá,(Más de 60) Adulto Mayor
0,2022,1,Hombre,enero,sábado,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,enero,miércoles,09:00 a 11:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
3,2022,1,Hombre,mayo,lunes,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Santa Fe,(Más de 60) Adulto Mayor
18,2022,1,Mujer,febrero,viernes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Rafael Uribe Uribe,(29 a 59) Adultez
13,2022,1,Hombre,diciembre,viernes,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Teusaquillo,(29 a 59) Adultez
13,2022,1,Hombre,septiembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Teusaquillo,(29 a 59) Adultez
18,2022,1,Hombre,diciembre,martes,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
0,2022,1,Hombre,julio,jueves,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,noviembre,martes,Sin información,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,octubre,martes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,julio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,octubre,martes,15:00 a 17:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Mujer,agosto,domingo,Sin información,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,septiembre,jueves,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,mayo,viernes,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
17,2022,1,Hombre,octubre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,La Candelaria,(Más de 60) Adulto Mayor
0,2022,1,Hombre,diciembre,sábado,00:00 a 02:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,mayo,sábado,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,diciembre,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
16,2022,1,Hombre,octubre,martes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Puente Aranda,(18 a 28) Juventud
21,2022,1,Hombre,diciembre,miércoles,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(29 a 59) Adultez
21,2022,1,Hombre,octubre,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(Más de 60) Adulto Mayor
18,2022,1,Hombre,marzo,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
0,2022,1,Mujer,junio,domingo,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
7,2022,1,Hombre,febrero,martes,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Bosa,(29 a 59) Adultez
5,2022,1,Hombre,junio,lunes,Sin información,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Usme,(Más de 60) Adulto Mayor
0,2022,1,Hombre,junio,viernes,00:00 a 02:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
14,2022,1,Hombre,enero,sábado,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Los Mártires,(Más de 60) Adulto Mayor
0,2022,1,Mujer,junio,miércoles,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
11,2022,1,Hombre,junio,miércoles,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Suba,(Más de 60) Adulto Mayor
16,2022,1,Mujer,septiembre,sábado,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Puente Aranda,(29 a 59) Adultez
0,2022,1,Mujer,noviembre,viernes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
21,2022,1,Hombre,agosto,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(Más de 60) Adulto Mayor
0,2022,1,Mujer,julio,viernes,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,abril,martes,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
3,2022,1,Hombre,noviembre,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Santa Fe,(Más de 60) Adulto Mayor
0,2022,1,Hombre,marzo,viernes,18:00 a 20:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
8,2022,1,Mujer,noviembre,viernes,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Kennedy,(29 a 59) Adultez
0,2022,1,Hombre,marzo,lunes,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
16,2022,1,Hombre,noviembre,domingo,Sin información,Atropello,Sin información,Peatón,No aplica,Puente Aranda,(29 a 59) Adultez
4,2022,1,Hombre,enero,miércoles,15:00 a 17:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,San Cristóbal,(Más de 60) Adulto Mayor
21,2022,1,Hombre,diciembre,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin dato,(29 a 59) Adultez
4,2022,1,Mujer,diciembre,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,San Cristóbal,(29 a 59) Adultez
0,2022,1,Hombre,enero,viernes,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
9,2022,1,Mujer,febrero,lunes,09:00 a 11:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Fontibón,(18 a 28) Juventud
18,2022,1,Hombre,enero,lunes,06:00 a 08:59,Atropello,Sin información,Peatón,No aplica,Rafael Uribe Uribe,(06 a 11) Infancia
0,2022,1,Hombre,junio,viernes,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
3,2022,1,Mujer,noviembre,domingo,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Santa Fe,(Más de 60) Adulto Mayor
1,2022,1,Hombre,febrero,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Usaquén,(29 a 59) Adultez
11,2022,1,Mujer,abril,jueves,Sin información,Atropello,Sin información,Peatón,No aplica,Suba,(Más de 60) Adulto Mayor
8,2022,1,Hombre,junio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Kennedy,(29 a 59) Adultez
7,2022,1,Hombre,junio,lunes,21:00 a 23:59,Atropello,Sin información,Peatón,No aplica,Bosa,(29 a 59) Adultez
0,2022,1,Hombre,enero,sábado,18:00 a 20:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,noviembre,lunes,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(18 a 28) Juventud
0,2022,1,Hombre,diciembre,domingo,12:00 a 14:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
12,2022,1,Mujer,marzo,sábado,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Barrios Unidos,(29 a 59) Adultez
18,2022,1,Hombre,marzo,sábado,18:00 a 20:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Rafael Uribe Uribe,(Más de 60) Adulto Mayor
0,2022,1,Hombre,febrero,martes,12:00 a 14:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,diciembre,viernes,21:00 a 23:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,enero,jueves,03:00 a 05:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,julio,sábado,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
1,2022,1,Hombre,julio,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Usaquén,(29 a 59) Adultez
0,2022,1,Hombre,noviembre,miércoles,15:00 a 17:59,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Mujer,mayo,domingo,15:00 a 17:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
11,2022,1,Hombre,noviembre,sábado,09:00 a 11:59,Atropello,Sin información,Peatón,No aplica,Suba,(29 a 59) Adultez
21,2022,1,Hombre,abril,lunes,09:00 a 11:59,Atropello,Exceso de velocidad,Peatón,No aplica,Sin dato,(29 a 59) Adultez
0,2022,1,Hombre,junio,martes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(Más de 60) Adulto Mayor
0,2022,1,Hombre,diciembre,viernes,Sin información,Atropello,Sin información,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
0,2022,1,Hombre,febrero,martes,03:00 a 05:59,Atropello,Desobedecer señales de tránsito,Peatón,No aplica,Sin localidad específica,(29 a 59) Adultez
